name,author,version,category,format_version,n_tables,n_models,n_images,n_scripts,n_other,softcodes,has_modfiles,meta_error,tables,path
arresterdramon,Sanqian,1.0,Digimon,1,3,4,6,0,0,yes,yes,,battle_command_effect/effect|battle_command_effect/item|battle_effect/effect,D:\Mateus\Modding Digimon\ARESTERDRAMON
Bestower of All,Sanqian,1.0,Digimon,1,0,142,13,0,0,no,yes,,,D:\Mateus\Modding Digimon\demon hacker mob\New folder
Bestower of All,Sanqian,1.0,Digimon,1,0,142,8,0,0,no,yes,,,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\Bestower of All
Bestower of All,Sanqian,1.0,Digimon,1,0,142,13,0,0,no,yes,,,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\bestowerNew folder
God of War Greymon,sanqian,1.0,New digimon,1,0,0,0,0,0,no,NO,,,D:\Mateus
Omnimon Integration Package,Sanqian,1.0,Digimon,1,28,164,61,0,0,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_effect/effect|battle_se/se|battle_support_skill/support_skill|battle_voice/voice|battle_voice_add/voice|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|support_skill_content_name/Sheet1|support_skill_name/Sheet1|ui_mon_param_info/Field,D:\Mateus\Modding Digimon\omnimonA
Omnimon Integration Package,Sanqian,1.0,Digimon,1,28,164,61,0,0,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_effect/effect|battle_se/se|battle_support_skill/support_skill|battle_voice/voice|battle_voice_add/voice|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|support_skill_content_name/Sheet1|support_skill_name/Sheet1|ui_mon_param_info/Field,D:\Mateus\Modding Digimon\omnimonA\New folder
Omnimon Integration Package,Sanqian,1.0,Digimon,1,28,164,55,0,0,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_effect/effect|battle_se/se|battle_support_skill/support_skill|battle_voice/voice|battle_voice_add/voice|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|support_skill_content_name/Sheet1|support_skill_name/Sheet1|ui_mon_param_info/Field,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\omega4
Omnimon LHA,Sanqian,1.0,Digimon,1,0,12,58,0,0,no,yes,,,D:\Mateus\Modding Digimon\light hand omnimon
ch033,Sanqian Mojoceramon,1.1,Digimon,1,0,15,2,0,0,no,yes,,,D:\Mateus\chr033
ch033,Sanqian Mojoceramon,1.1,Digimon,1,0,15,2,0,0,no,yes,,,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\chr033
Alphamon PM,"Sanqian, Mojoceramon, Echo",1,New Digimon,1,24,41,46,0,0,yes,yes,,battle_se/se|battle_support_skill/support_skill|battle_voice/voice|battle_voice_add/voice|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|skill_content_name/Sheet1|skill_name/Sheet1|support_skill_content_name/Sheet1|support_skill_name/Sheet1|ui_mon_param_info/Field,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\AlphamonPM
Accessory Shop,Syd Montague,0.1,Quality of Life,1,3,0,0,4,0,no,yes,,mod_accessory_shop/Sheet1|shop_para/lineup|shop_para/shop,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\DSCS-Mod-AccessoryShop-master
tyrantkabu shaders,Syd Montague,0.1,Quality of Life,1,0,4,4,0,0,no,yes,,,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\tyrant kabublack2
UnlockHackingSkills,Syd Montague,0.1,Quality of Life,1,0,0,0,1,0,no,yes,,,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\DSCS-Mod-UnlockHackingSkills-master
arrester,x,1.0,New digimon,1,27,63,67,0,3,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_effect/effect|battle_support_skill/support_skill|battle_voice/voice|battle_voice_add/voice|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|support_skill_content_name/Sheet1|support_skill_name/Sheet1|ui_mon_param_info/Field,D:\Mateus\Modding Digimon\arresterdramon\ARRESTERDRAMON MOD\Arresterdramon SM
Battle Cam,Zeak6464,0.1,Digivolution,1,1,0,0,0,0,no,yes,,battle_camera/camera,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\battle_cam
Evolution Requirments Deleter,Zeak6464,0.1,Digivolution,1,1,0,0,0,0,no,yes,,evolution_condition_para/digimon,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\evolutionrequirments (1)
No Red Outline,Zeak6464,0.1,Digivolution,1,1,0,0,0,0,no,yes,,field_area_para_add/OutLine,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\no_red_outline
OmnimonAlterS addon,Zeak6464,1,New digimon,1,17,58,21,0,0,yes,yes,,charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|skill_use_group_set/digimon|ui_mon_param_info/Field,D:\Mateus\Modding Digimon\ultimateOmegamon\process
OmnimonULTRA,Zeak6464,1,New digimon,1,3,61,58,0,1,no,yes,,battle_command/Command|battle_command_effect/effect|battle_effect/effect,D:\Mateus\Modding Digimon\ultimateOmegamon\process\ULTIMATE OMEGAMON mod
OmnimonULTRA,Zeak6464,1,New digimon,1,2,49,45,0,1,yes,yes,,battle_command/Command|battle_command_effect/effect,D:\Mateus\Modding Digimon\ultimateOmegamon\process\ULTIMATE OMEGAMON mod\New folder
OmnimonULTRA,Zeak6464,1,New digimon,1,2,49,45,0,1,yes,yes,,battle_command/Command|battle_command_effect/effect,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\ULTIMATE OMEGAMON
OmnimonULTRA,Zeak6464,1,New digimon,1,3,61,58,0,1,no,yes,,battle_command/Command|battle_command_effect/effect|battle_effect/effect,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\ULTIMATE OMEGAMON mod
OmnimonULTRA,Zeak6464,1,New digimon,1,0,49,45,0,1,no,yes,,,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\ULTIMATE OMEGAMONgarurucanon
OmnimonULTRA,Zeak6464,1,New digimon,1,0,45,45,0,1,no,yes,,,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\ULTIMATE OMEGAMONzw
OmnimonULTRA hand texture,Zeak6464,1,New digimon,1,4,8,42,0,0,no,yes,,model_default_effect/digimon|model_default_effect/mob|model_default_effect/npc|model_default_effect/pc,D:\Mateus\Modding Digimon\ultimateOmegamon\process\ULTIMATE OMEGAMON mod\hand light
ArresterdramonSM,Zeroa123,1.0,New digimon,1,27,64,28,0,0,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_effect/effect|battle_support_skill/support_skill|battle_voice/voice|battle_voice_add/voice|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|support_skill_content_name/Sheet1|support_skill_name/Sheet1|ui_mon_param_info/Field,D:\Mateus\Modding Digimon\arresterdramon\material\1. Base Mods (Arresterdramon SM)
